9789385152146,Amish Tripathi,Fantasy,65 users,47 users,"Ram Rajya. The Perfect Land. But perfection has a price. He paid that price.3400 BCE. INDIAAyodhya is weakened by divisions. A terrible war has taken its toll. The damage runs deep. The demon King of Lanka, Raavan, does not impose his rule on the defeated. He, instead, imposes his trade. Money is sucked out of the empire. The Sapt Sindhu people descend into poverty, despondency and corruption. They cry for a leader to lead them out of the morass. Little do they appreciate that the leader is among them. One whom they know. A tortured and ostracised prince. A prince they tried to break. A prince called Ram.He loves his country, even when his countrymen torment him. He stands alone for the law. His band of brothers, his Sita, and he, against the darkness of chaos.Will Ram rise above the taint that others heap on him? Will his love for Sita sustain him through his struggle? Will he defeat the demon Lord Raavan who destroyed his childhood? Will he fulfil the destiny of the Vishnu?Begin an epic journey with Amish’s latest: the Ram Chandra Series."
9781408855713,J.K. Rowling,Fantasy,Young Adult,Fiction,"Harry Potter is preparing to leave the Dursleys and Privet Drive for the last time. But the future that awaits him is full of danger, not only for him, but for anyone close to him – and Harry has already lost so much. Only by destroying Voldemort’s remaining Horcruxes can Harry free himself and overcome the Dark Lord’s forces of evil.In this dramatic conclusion to the Harry Potter series, Harry must leave his most loyal friends behind, and in a final perilous journey find the strength and the will to face his terrifying destiny: a deadly confrontation that is his alone to fight.These new editions of the classic and internationally bestselling, multi-award-winning series feature instantly pick-up-able new jackets by Jonny Duddle, with huge child appeal, to bring Harry Potter to the next generation of readers. It’s time to PASS THE MAGIC ON …"
9780345453747,Douglas Adams,Fiction,Fantasy,Classics,"At last in paperback in one complete volume, here are the five novels from Douglas Adams's Hitchhiker series. ""The Hitchhiker's Guide to the Galaxy""Seconds before the Earth is demolished for a galactic freeway, Arthur Dent is saved by Ford Prefect, a researcher for the revised Guide. Together they stick out their thumbs to the stars and begin a wild journey through time and space.""The Restaurant at the End of the Universe""Facing annihilation at the hands of warmongers is a curious time to crave tea. It could only happen to the cosmically displaced Arthur Dent and his comrades as they hurtle across the galaxy in a desperate search for a place to eat.""Life, the Universe and Everything""The unhappy inhabitants of planet Krikkit are sick of looking at the night sky- so they plan to destroy it. The universe, that is. Now only five individuals can avert Armageddon: mild-mannered Arthur Dent and his stalwart crew.""So Long, and Thanks for All the Fish""Back on Earth, Arthur Dent is ready to believe that the past eight years were all just a figment of his stressed-out imagination. But a gift-wrapped fishbowl with a cryptic inscription conspires to thrust him back to reality. So to speak.""Mostly Harmless""Just when Arthur Dent makes the terrible mistake of starting to enjoy life, all hell breaks loose. Can he save the Earth from total obliteration? Can he save the Guide from a hostile alien takeover? Can he save his daughter from herself?Also includes the short story ""Young Zaphod Plays It Safe""."
9781408834992,J.K. Rowling,Fantasy,Fiction,Young Adult,"When the Quidditch World Cup is disrupted by Voldemort's rampaging supporters alongside the resurrection of the terrifying Dark Mark, it is obvious to Harry that, far from weakening, Voldemort is getting stronger. The ultimate signal to the magic world of the Dark Lord's return would be the defeat of the one and only survivor of his death curse, Harry Potter. So when Harry is entered for the prestigious yet dangerous Triwizard Tournament, he knows that rather than win it, the pressure is on to succeed. But Harry does not realise that he will soon face a horrifying fate . . ."
9780008118044,J.R.R. Tolkien,Fantasy,Classics,Fiction,"Bilbo Baggins is a reasonably typical hobbit: fond of sleeping, eating, drinking, parties and presents. However, it is his destiny to travel to the dwarflands in the east, to help slay the dragon Smaug. His quest takes him through enchanted forests, spiders' lairs, and under the Misty Mountains, where he comes across the vile Gollum, and tricks him out of his 'Precious' - a ring that makes its bearer invisible, and wields a terrible power of its own.J.R.R. Tolkien's own description for the original edition:""If you care for journeys there and back, out of the comfortable Western world, over the edge of the Wild, and home again, and can take an interest in a humble hero (blessed with a little wisdom and a little courage and considerable good luck), here is a record of such a journey and such a traveler. The period is the ancient time between the age of Faerie and the dominion of men, when the famous forest of Mirkwood was still standing, and the mountains were full of danger. In following the path of this humble adventurer, you will learn by the way (as he did) - if you do not already know all about these things - much about trolls, goblins, dwarves, and elves, and get some glimpses into the history and politics of a neglected but important period.""""For Mr. Bilbo Baggins visited various notable persons; conversed with the dragon, Smaug the Magnificent; and was present, rather unwillingly, at the Battle of the Five Armies. This is all the more remarkable, since he was a hobbit. Hobbits have hitherto been passed over in history and legend, perhaps because they as a rule preferred comfort to excitement. But this account, based on his personal memoirs, of the one exciting year in the otherwise quiet life of Mr. Baggins will give you a fair idea of the estimable people now (it is said) becoming rather rare. They do not like noise."""
9780007119554,George R.R. Martin,Fantasy,Fiction,Fantasy,"The Starks are scattered.Robb Stark may be King in the North, but he must bend to the will of the old tyrant Walder Frey if he is to hold his crown. And while his youngest sister, Arya, has escaped the clutches of the depraved Cersei Lannister and her son, the capricious boy-king Joffrey, Sansa Stark remains their captive.Meanwhile, across the ocean, Daenerys Stormborn, the last heir of the Dragon King, delivers death to the slave-trading cities of Astapor and Yunkai as she approaches Westeros with vengeance in her heart."
9780007465828,George R.R. Martin,Fantasy,Fiction,Fantasy,
9780007278596,Paulo Coelho,Fiction,Fantasy,Philosophy,"The spellbinding new novel from one of the world's best-loved authors, Paulo Coelho, recounting the story of Brida, and her pursuit of wisdom. This is the story of Brida, a young Irish girl, and her quest for knowledge. She has long been interested in various aspects of magic, but is searching for something more. Her search leads her to people of great wisdom, who begin to teach her about the world. Her teachers sense that Brida has a gift, but cannot tell what that is. Meanwhile, Brida pursues her course ever deeper into the mysteries of life, seeking to answer questions about who she is. She meets a wise man who dwells in a forest, and teaches her about overcoming her fears and trusting in the goodness of the world, and a woman who teaches her how to dance to the music of the world, and how to pray to the moon. She seeks her destiny, as she struggles to find a balance between her relationships and her desire to become a witch. This enthralling novel incorporates themes fans of Paulo will love. It is a tale of love, passion, mystery and spirituality About The Author Paulo Coelho's books have won numerous awards and are permanent fixtures on bestseller lists in Brazil and around the world. Other books by Paulo Coelho include The Pilgrimage, The Valkyries, By The River Piedra I Sat Down and Wept., The Firfth Mountain and Verionika Decides to Diie. He and his wife Christina live in Rio de Janeiro, Brazil"
9780007466061,George R.R. Martin,,,,"In the aftermath of a colossal battle, new threats are emerging from every direction.Tyrion Lannister, having killed his father, and wrongfully accused of killing his nephew, King Joffrey, has escaped from King’s Landing with a price on his head.To the north lies the great Wall of ice and stone – a structure only as strong as those guarding it. Eddard Stark's bastard son Jon Snow has been elected 998th Lord Commander of the Night’s Watch. But Jon has enemies both inside and beyond the Wall.And in the east Daenerys Targaryen struggles to hold a city built on dreams and dust."
9781444720723,Stephen King,Horror,Fiction,Thriller,"Jack Torrance's new job at the Overlook Hotel is the perfect chance for a fresh start. As the off-season caretaker at the atmospheric old hotel, he'll have plenty of time to spend reconnecting with his family and working on his writing. But as the harsh winter weather sets in, the idyllic location feels ever more remote . . . and more sinister. And the only one to notice the strange and terrible forces gathering around the Overlook is Danny Torrance, a uniquely gifted five-year-old."
9780006513773,Agatha Christie,Mystery,Short Stories,Fiction,
9780747532743,J.K. Rowling,Fantasy,Young Adult,Fiction,"Harry Potter is an ordinary boy who lives in a cupboard under the stairs at his Aunt Petunia and Uncle Vernon's house, which he thinks is normal for someone like him who's parents have been killed in a 'car crash'. He is bullied by them and his fat, spoilt cousin Dudley, and lives a very unremarkable life with only the odd hiccup (like his hair growing back overnight!) to cause him much to think about. That is until an owl turns up with a letter addressed to Harry and all hell breaks loose! He is literally rescued by a world where nothing is as it seems and magic lessons are the order of the day. Read and find out how Harry discovers his true heritage at Hogwarts School of Wizardry and Witchcraft, the reason behind his parents mysterious death, who is out to kill him, and how he uncovers the most amazing secret of all time, the fabled Philosopher's Stone! All this and muggles too. Now, what are they?"
9788172234980,Paulo Coelho,Classics,Fantasy,Spirituality,"Like the one-time bestseller Jonathan Livingston Seagull, The Alchemist presents a simple fable, based on simple truths and places it in a highly unique situation. And though we may sniff a bestselling formula, it is certainly not a new one: even the ancient tribal storytellers knew that this is the most successful method of entertaining an audience while slipping in a lesson or two. Brazilian storyteller Paulo Coehlo introduces Santiago, an Andalusian shepherd boy who one night dreams of a distant treasure in the Egyptian pyramids. And so he's off: leaving Spain to literally follow his dream.  Along the way he meets many spiritual messengers, who come in unassuming forms such as a camel driver and a well-read Englishman. In one of the Englishman's books, Santiago first learns about the alchemists--men who believed that if a metal were heated for many years, it would free itself of all its individual properties, and what was left would be the ""Soul of the World."" Of course he does eventually meet an alchemist, and the ensuing student-teacher relationship clarifies much of the boy's misguided agenda, while also emboldening him to stay true to his dreams. ""My heart is afraid that it will have to suffer,"" the boy confides to the alchemist one night as they look up at a moonless night.  ""Tell your heart that the fear of suffering is worse than the suffering itself,"" the alchemist replies. ""And that no heart has ever suffered when it goes in search of its dreams, because every second of the search is a second's encounter with God and with eternity."" --Gail Hudson"
9780007487288,J.R.R. Tolkien,Fantasy,Classics,Fiction,"This is the story of how a Baggins had an adventure, and found himself doing and saying things altogether unexpected...Bilbo Baggins is a hobbit who enjoys a comfortable, unambitious life, rarely travelling further then the pantry of his hobbit-hole in Bag-End. But his contentment is disturbed when the wizard, Gandalf, and a company of thirteen dwarves arrive on his doorstep one day, to whisk him away on a journey 'there and back again'. They have a plot to raid the treasure hoard of Smaug the Magnificent, a large and very dangerous dragon..."
9780330316118,Douglas Adams,Science Fiction,Fiction,Humor,"Charting the whole of Arthur Dent's odyssey through space are:THE HITCHHIKER'S GUIDE TO THE GALAXY.One Thursday lunchtime the Earth gets unexpectedly demolished to make way for a new hyperspace bypass. For Arthur Dent, who has only just had his house demolished that morning, this seems already to be more than he can cope with. Sadly, however, the weekend has only just begun, and the Galaxy is a very very very large and startling place.THE RESTAURANT AT THE END OF THE UNIVERSE.When all questions of space, time, matter and the nature of being have been resolved, only one question remains --- ""Where shall we have dinner?"" The Restaurant at the End of the Universe provides the ultimate gastronomic experience, and for once there is no morning after to worry about.LIFE, THE UNIVERSE AND EVERYTHING.In consequence of a number of stunning catastrophes, Arthur Dent is surprised to find himself living in a hideously miserable cave on prehistoric Earth. However, just as he thinks that things cannot possibly get any worse, they suddenly do. He discovers that the Galaxy is not only mind-boggling big and bewildering but also that most of the things that happen in it are staggeringly unfair.SO LONG, AND THANKS FOR ALL THE FISH.Just as Arthur Dent's sense of reality is in its dickiest state he suddenly finds the girl of his dreams. He finds her in the last place in the Universe in which he would expect to find anything at all, but which 3,976,000 people will find oddly familiar. They go in search of God's Final Message to His Creation and, in a dramatic break with tradition, actually find it."
9780575081406,Patrick Rothfuss,Fantasy,Fiction,Fantasy,"Told in Kvothe's own voice, this is the tale of the magically gifted young man who grows to be the most notorious wizard his world has ever seen. The intimate narrative of his childhood in a troupe of traveling players, his years spent as a near-feral orphan in a crime-ridden city, his daringly brazen yet successful bid to enter a legendary school of magic, and his life as a fugitive after the murder of a king form a gripping coming-of-age story unrivaled in recent literature. A high-action story written with a poet's hand, The Name of the Wind is a masterpiece that will transport readers into the body and mind of a wizard."
9780575081437,Patrick Rothfuss,Fantasy,Fiction,Fantasy,
9780099477464,David Bradshaw,Fiction,Science Fiction,Science Fiction,"WITH INTRODUCTIONS BY MARGARET ATWOOD AND DAVID BRADSHAWFar in the future, the World Controllers have created the ideal society. Through clever use of genetic engineering, brainwashing and recreational sex and drugs all its members are happy consumers. Bernard Marx seems alone harbouring an ill-defined longing to break free. A visit to one of the few remaining Savage Reservations where the old, imperfect life still continues, may be the cure for his distress...Huxley's ingenious fantasy of the future sheds a blazing light on the present and is considered to be his most enduring masterpiece."
9780756404741,Patrick Rothfuss,Fantasy,Fiction,Fantasy,"MY NAME IS KVOTHE I have stolen princesses back from sleeping barrow kings. I burned down the town of Trebon. I have spent the night with Felurian and left with both my sanity and my life. I was expelled from the University at a younger age than most people are allowed in. I tread paths by moonlight that others fear to speak of during day. I have talked to Gods, loved women, and written songs that make the minstrels weep.  You may have heard of me. So begins a tale unequaled in fantasy literature--the story of a hero told in his own voice. It is a tale of sorrow, a tale of survival, a tale of one man's search for meaning in his universe, and how that search, and the indomitable will that drove it, gave birth to a legend."
9781405918848,Oliver Bowden,Fantasy,Historical Fiction,Fiction,"1789: The magnificent city of Paris sees the dawn of the French Revolution. The cobblestone streets run red with blood as the people rise against the oppressive aristocracy. But revolutionary justice comes at a high price.At a time when the divide between the rich and poor is at its most extreme, and a nation is tearing itself apart, a young man and woman fight to avenge all they have lost.Soon Arno and Élise are drawn into the centuries-old battle between the Assassins and the Templars — a world with dangers more deadly than they could ever have imagined."
9780007447848,George R.R. Martin,Fantasy,Fiction,Fantasy,"HBO's hit series A GAME OF THRONES is based on George R R Martin's internationally bestselling series A SONG OF ICE AND FIRE, the greatest fantasy epic of the modern age. A STORM OF SWORDS: STEEL AND SNOW is the FIRST part of the third volume in the series. Winter approaches Westeros like an angry beast. The Seven Kingdoms are divided by revolt and blood feud. In the northern wastes, a horde of hungry, savage people steeped in the dark magic of the wilderness is poised to invade the Kingdom of the North where Robb Stark wears his new-forged crown. And Robb's defences are ranged against the South, the land of the cunning and cruel Lannisters, who have his younger sisters in their power. Throughout Westeros, the war for the Iron Throne rages more fiercely than ever, but if the Wall is breached, no king will live to claim it."
9780330449618,Lian Hearn,Fiction,Fantasy,Historical Fiction,"""'Their realm is held in balance by their union . . . Break that union and the Three Countries will fall apart.'""Otori Takeo and Kaede have ruled the Three Countries peacefully for over sixteen years, following the events laid out in the epic Tales of the Otori. They have three daughters: Shigeko, fifteen years old and heir to the Otori, and Maya and Miki, thirteen-year-old twins who have inherited the supernatural skills of their father. Kaede knows nothing of the prophecy that Takeo will die at the hands of his son and longs to give him a male child. Nor does she know of the boy he fathered sixteen years ago - a boy whose heart is filled with hatred and whose skills as a Ghostmaster give him the power to incite the dead.Takeo is determined that clan conflicts will never again ravage the Three Countries, but warriors are born to fight: the warlord Arai Zenko has deadly ambitions, the Emperor himself has challenged Takeo's rule and, despite a delicate truce between the deadly Tribe and the Otori, revenge still eats at the heart of renegade leader Kikuta Akio . . .Against these gathering threats Takeo draws strength from his love for Kaede, but even this is not beyond the reach of their enemies . . ."
